"TransactionID","StudentNumber","StartTime","UploadTime","ModuleCode"
"R514 726 168 ","35564597","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R515 418 822 ","12379780","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R515 520 955 ","25156059","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R515 769 488 ","13673977","2010-02-09 00:00:00","0000-00-00 00:00:00","ICT1119"
"R516 733 487 ","21350592","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R517 557 541 ","31514389","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R518 132 509 ","32053575","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R518 296 749 ","25481729","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R518 587 131 ","30594869","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R519 516 642 ","20191308","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R519 676 109 ","21023791","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R520 297 952 ","24928278","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R520 412 263 ","12363459","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R521 307 721 ","31622942","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R521 364 428 ","31019154","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R522 087 117 ","19103539","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R522 450 605 ","16204690","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R522 945 449 ","14112294","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R523 054 474 ","21437361","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R523 146 840 ","19310538","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R523 173 238 ","24197740","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R523 453 172 ","36340093","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R523 482 816 ","33998623","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R523 737 302 ","19052248","0000-00-00 00:00:00","2011-06-24 00:00:00","ICT1114"
"R523 828 846 ","22942838","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R523 925 233 ","14876974","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R524 195 603 ","23753944","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R524 547 047 ","27333561","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R524 775 673 ","31446843","0000-00-00 00:00:00","2011-11-14 00:00:00","ICT1114"
"R524 898 340 ","22719153","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R525 232 018 ","21609042","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R525 659 100 ","23523730","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R526 276 731 ","17351454","2011-11-23 00:00:00","2011-12-13 00:00:00","ENG1012"
"R526 785 027 ","32754129","0000-00-00 00:00:00","2011-07-06 00:00:00","CHE2611"
"R527 021 232 ","22969849","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R527 168 827 ","12047951","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R527 209 279 ","19338112","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R527 239 167 ","20118045","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R527 296 378 ","15050636","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R527 382 447 ","36826855","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R527 408 277 ","11384884","2011-01-02 00:00:00","0000-00-00 00:00:00","ENG1014"
"R527 408 599 ","17411330","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R527 860 502 ","21372877","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R527 909 727 ","15181509","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R528 374 358 ","18594430","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R528 894 888 ","19555445","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R529 198 432 ","16262151","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R529 712 146 ","17920546","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R529 791 991 ","16223603","2011-07-22 00:00:00","0000-00-00 00:00:00","CHE3701"
"R529 851 037 ","16485067","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R530 588 892 ","27903969","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R530 720 086 ","34228145","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R530 915 935 ","19299697","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R530 955 949 ","21800047","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R531 347 358 ","18675629","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R531 429 930 ","22490695","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R531 730 570 ","23459086","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R532 003 185 ","11855287","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R532 343 536 ","29656408","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R532 700 818 ","33344290","0000-00-00 00:00:00","2011-04-13 00:00:00","CHE2613"
"R532 714 712 ","27437175","2011-10-15 00:00:00","0000-00-00 00:00:00","ICT1117"
"R532 936 253 ","20947268","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R533 269 312 ","31676393","2010-07-12 00:00:00","0000-00-00 00:00:00","ENG1018"
"R533 424 035 ","19267635","0000-00-00 00:00:00","2011-03-23 00:00:00","ICT3611"
"R533 920 237 ","24801103","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R534 704 544 ","25646730","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R534 731 137 ","18968652","2011-12-26 00:00:00","0000-00-00 00:00:00","ENG1015"
"R534 918 125 ","25366917","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R535 690 027 ","26016495","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R535 782 618 ","16691262","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R535 945 343 ","15421774","2011-05-08 00:00:00","0000-00-00 00:00:00","ELE2561"
"R536 600 322 ","25235693","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R536 681 584 ","27273170","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R536 778 322 ","21372877","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1119"
"R536 941 016 ","14294140","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R537 018 832 ","23481699","2011-11-18 00:00:00","0000-00-00 00:00:00","CHE3703"
"R537 535 730 ","30783228","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R538 238 298 ","14757613","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R538 460 248 ","35923237","2011-03-08 00:00:00","0000-00-00 00:00:00","ICT1118"
"R538 603 406 ","31653621","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R539 417 122 ","27929591","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R539 512 458 ","33573031","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R539 611 962 ","28590385","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1119"
"R539 676 087 ","16988090","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R540 232 080 ","11642685","0000-00-00 00:00:00","2011-04-18 00:00:00","ICT1120"
"R540 866 994 ","16791173","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R540 923 947 ","31431232","2011-10-01 00:00:00","0000-00-00 00:00:00","MAT2612"
"R540 936 674 ","31546021","2010-05-17 00:00:00","0000-00-00 00:00:00","AST2652"
"R540 987 537 ","13869200","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R541 173 004 ","27937980","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1119"
"R541 310 888 ","17271795","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R541 389 849 ","31397221","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R541 964 809 ","13502561","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R542 105 500 ","27421807","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R542 289 727 ","31751682","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R543 257 107 ","18592263","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R543 678 316 ","12523831","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R544 050 862 ","25726868","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R544 213 450 ","15471347","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R544 427 922 ","36410184","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R544 509 185 ","17113211","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R544 542 157 ","16738138","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R544 971 406 ","20492860","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R545 234 023 ","33557379","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R545 280 526 ","22635204","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R545 348 453 ","18702211","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R545 389 162 ","28587387","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R545 533 305 ","35325089","0000-00-00 00:00:00","2011-02-04 00:00:00","ENG1014"
"R546 261 174 ","24618336","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R546 521 067 ","26658955","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R546 957 743 ","13798066","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R547 279 806 ","15421774","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R547 607 132 ","25866750","2011-09-19 00:00:00","0000-00-00 00:00:00","ENG1014"
"R548 024 667 ","13712061","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1117"
"R548 141 843 ","11648513","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R548 725 936 ","25654073","2011-01-08 00:00:00","0000-00-00 00:00:00","ICT3611"
"R548 979 431 ","31967552","2010-12-27 00:00:00","0000-00-00 00:00:00","ICT1118"
"R549 070 313 ","16844493","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R549 127 655 ","22388131","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R549 131 681 ","13840777","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R550 759 936 ","28908415","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R551 033 214 ","21501496","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R551 272 303 ","30003048","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R551 822 387 ","17729198","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R552 083 431 ","12078173","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R552 302 915 ","28918437","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R553 104 827 ","13502561","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R553 296 707 ","36443690","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R553 419 474 ","24179438","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R553 931 758 ","20847699","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R554 105 009 ","23418081","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R554 242 392 ","17089376","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R554 443 705 ","16925632","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R554 733 289 ","31350814","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R554 790 228 ","28238767","2011-02-07 00:00:00","0000-00-00 00:00:00","ENG1013"
"R555 040 529 ","13156393","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R555 077 970 ","31630925","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R555 107 674 ","32973209","2010-11-09 00:00:00","0000-00-00 00:00:00","ENG1018"
"R555 277 956 ","33876894","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R555 350 909 ","16902783","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R555 598 223 ","30583544","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R556 024 035 ","23690306","2011-04-12 00:00:00","0000-00-00 00:00:00","ENG1016"
"R556 141 414 ","19621909","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R556 249 484 ","22185263","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R556 692 392 ","14847914","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R556 796 701 ","32743944","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R556 929 740 ","27443929","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1119"
"R557 716 219 ","23915407","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R558 324 666 ","36641329","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R558 949 601 ","21283379","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R559 362 993 ","19601561","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R559 464 534 ","34633043","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1119"
"R559 610 456 ","18907969","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R559 653 439 ","25049888","2010-12-26 00:00:00","0000-00-00 00:00:00","ENG1019"
"R559 854 119 ","30729110","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R560 042 413 ","17052307","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R560 144 012 ","13421068","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R560 399 792 ","19204164","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R560 807 731 ","34308316","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R560 858 332 ","31069437","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R560 948 641 ","34380773","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R561 212 980 ","20940841","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3722"
"R561 408 812 ","29182557","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R561 853 342 ","32856425","2010-04-07 00:00:00","0000-00-00 00:00:00","ENG1012"
"R562 022 741 ","21766852","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R562 788 414 ","26807027","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R562 868 455 ","18739862","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R563 576 219 ","21956532","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R563 601 965 ","28918437","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R564 502 145 ","33432426","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R564 897 876 ","12111022","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R564 938 072 ","32064702","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R565 099 409 ","14757821","2011-01-09 00:00:00","2011-02-09 00:00:00","ENG1013"
"R565 157 817 ","24103662","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R565 169 099 ","20735015","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R565 545 328 ","24832757","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R565 647 375 ","21832830","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R565 741 873 ","35228071","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R565 792 516 ","25819687","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R565 856 401 ","11523952","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R565 926 754 ","33108010","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R566 263 067 ","18101471","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R566 301 677 ","21676028","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R566 516 893 ","32470202","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R566 690 397 ","34333742","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R566 822 634 ","14983394","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R567 001 817 ","28333762","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R567 057 650 ","30572911","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R567 076 395 ","35355941","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R567 096 674 ","19506222","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R567 600 892 ","31528202","2010-09-09 00:00:00","0000-00-00 00:00:00","ICT3611"
"R568 071 033 ","12260787","2011-02-15 00:00:00","2011-06-17 00:00:00","ELE2561"
"R568 240 784 ","11634229","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R568 440 768 ","31541670","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R568 642 546 ","28083038","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R568 937 134 ","18171128","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R569 008 387 ","19117973","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R569 557 021 ","19263315","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R569 581 601 ","29659162","0000-00-00 00:00:00","2011-01-17 00:00:00","ICT1113"
"R569 836 554 ","22610300","2011-04-23 00:00:00","0000-00-00 00:00:00","ENG1012"
"R569 846 486 ","31814073","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R569 883 284 ","25543394","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R569 991 831 ","13786800","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R570 012 356 ","14313912","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R570 935 082 ","25335599","0000-00-00 00:00:00","2011-08-12 00:00:00","ICT2612"
"R571 086 914 ","14176674","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R571 422 876 ","15506663","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R572 015 263 ","20073084","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R572 195 322 ","26420513","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R572 743 494 ","23069599","2010-06-13 00:00:00","0000-00-00 00:00:00","ENG1012"
"R573 042 934 ","18986232","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R573 124 813 ","22447896","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R573 640 086 ","36178419","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R573 734 188 ","19287526","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R573 947 101 ","21786335","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R574 308 247 ","11477936","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R574 825 137 ","24667538","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R574 901 861 ","19670075","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R575 939 719 ","16844493","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R576 101 056 ","15161970","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R576 170 444 ","33652496","2010-04-17 00:00:00","0000-00-00 00:00:00","ICT3611"
"R576 321 810 ","22078886","2011-03-09 00:00:00","0000-00-00 00:00:00","ENG1013"
"R576 524 388 ","34767260","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R576 777 792 ","25248759","0000-00-00 00:00:00","2011-11-27 00:00:00","ICT3611"
"R577 014 425 ","36514898","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R577 034 935 ","12010166","0000-00-00 00:00:00","2011-05-18 00:00:00","ICT1120"
"R577 131 128 ","14757613","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R577 268 174 ","16988090","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3722"
"R577 723 625 ","12353048","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R578 126 780 ","33702475","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R578 169 664 ","25343128","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R578 188 753 ","27004511","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R578 573 739 ","16565634","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R578 617 882 ","13317770","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R578 884 775 ","31301107","2011-03-03 00:00:00","0000-00-00 00:00:00","ICT1117"
"R579 295 878 ","21611302","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R579 351 997 ","12292721","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R579 610 731 ","29261366","0000-00-00 00:00:00","2011-08-27 00:00:00","ENG1013"
"R579 954 577 ","29595584","2011-06-24 00:00:00","0000-00-00 00:00:00","ENG1018"
"R580 215 099 ","13496847","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R580 582 775 ","29353565","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R580 662 398 ","30085137","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R581 025 246 ","13407928","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R581 087 111 ","35028571","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R581 848 304 ","19029492","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R582 109 423 ","16460672","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R583 128 851 ","21055270","0000-00-00 00:00:00","2011-09-15 00:00:00","ENG1011"
"R583 688 748 ","26099084","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1119"
"R584 360 123 ","28348977","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R584 489 406 ","17811909","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R584 551 525 ","34970441","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R584 597 419 ","30977995","2011-07-08 00:00:00","0000-00-00 00:00:00","ICT1114"
"R584 902 831 ","26597184","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R585 104 177 ","15280964","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R585 729 117 ","36549600","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R586 476 381 ","25941104","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R586 858 247 ","28598267","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R586 970 566 ","20806212","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R587 000 742 ","11492193","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R587 343 812 ","30655163","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R588 341 477 ","16491842","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1119"
"R588 831 800 ","31826946","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R589 042 005 ","35282681","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R589 116 176 ","24757324","2011-10-04 00:00:00","0000-00-00 00:00:00","CHE3703"
"R589 392 370 ","30919370","2010-04-10 00:00:00","0000-00-00 00:00:00","AST2652"
"R589 819 777 ","24306982","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R590 006 928 ","26338826","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R590 029 286 ","13235874","2010-09-21 00:00:00","0000-00-00 00:00:00","ELE2561"
"R590 267 371 ","15552103","2010-07-10 00:00:00","2011-12-20 00:00:00","CHE4801"
"R590 394 378 ","25291192","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R590 414 099 ","11296841","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R591 220 625 ","29161843","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R591 691 687 ","19006611","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R592 093 857 ","19287526","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R592 106 912 ","15170637","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R592 723 295 ","33686188","2011-10-31 00:00:00","0000-00-00 00:00:00","ENG1012"
"R593 426 860 ","30686623","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R593 715 548 ","15055906","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R593 752 531 ","33762539","0000-00-00 00:00:00","2011-08-15 00:00:00","CHE2613"
"R594 085 082 ","21688863","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R594 106 633 ","34473964","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R594 407 380 ","30406262","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R594 650 814 ","24260055","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R594 771 290 ","29489802","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1117"
"R594 774 895 ","22860403","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R595 296 569 ","25208100","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R595 822 185 ","27804513","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R595 959 209 ","14164480","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R596 538 493 ","36532970","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R596 934 696 ","26606670","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R597 126 689 ","28008986","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R597 293 182 ","11978715","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1119"
"R597 302 403 ","18008449","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R597 412 405 ","36405296","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R597 823 913 ","16812698","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R598 265 322 ","17049921","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R598 798 434 ","17941264","2010-02-14 00:00:00","0000-00-00 00:00:00","ELE2561"
